STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,TOTAL_PROFIT,USD_per_student,USD_PROFIT_per_student,CAPOUT_RATIO,STUDENT_REV_RANK,STUDENT_PROFIT_RANK,CAPOUT_RATIO_RANK,RANK_SUM
Texas,2007,4513835.0,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350.0,6654163,-1565499,9826.527996703468,-346.8223805256506,0.1575326334800682,37.0,41.0,44.0,122.0
Utah,2007,504079.0,3656090,343915,1977900,1334275,3618540,1816456,871613,266481.0,579188,37550,7253.009944869753,74.49229188281996,0.16390236061643507,51.0,23.0,46.0,120.0
Vermont,2007,89329.0,1836316,97086,1237083,502147,1804519,800453,439237,41603.0,70359,31797,20556.773276315642,355.95383358147967,0.05205407900850219,1.0,9.0,4.0,14.0
Virginia,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,-524468,11615.798400576841,-429.73681623021207,0.10513303604955275,20.0,45.0,29.0,94.0
Washington,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,-331649,10087.2587151028,-323.2065224276669,0.15825341718087438,35.0,40.0,45.0,120.0
West Virginia,2007,281298.0,2905489,353571,1677212,874706,2983267,1608247,941055,189649.0,228873,-77778,10328.864762636065,-276.4968112108867,0.07711811751640259,30.0,39.0,9.0,78.0
Wisconsin,2007,870584.0,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699.0,467948,166107,11664.56654383724,190.79950929491008,0.049282527792168074,19.0,16.0,3.0,38.0
Wyoming,2007,85034.0,1477891,111051,722364,644476,1390344,661713,428613,42353.0,246698,87547,17380.00094080015,1029.5528847284615,0.1788474071990471,5.0,2.0,50.0,57.0
Alabama,2008,742919.0,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746.0,816799,-121174,10399.805362361172,-163.1052645039365,0.1060555067779264,37.0,29.0,26.0,92.0
Alaska,2008,130624.0,2188587,303399,1419318,465870,2274819,1113396,740000,65654.0,307512,-86232,16754.861281234687,-660.1543361097501,0.1381106836459079,7.0,48.0,39.0,94.0
Arizona,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,-309049,9391.118691585,-313.01426470528656,0.171838315279934,46.0,35.0,46.0,127.0
Arkansas,2008,476110.0,4608356,488378,3487063,632915,4720720,2388502,1462092,248189.0,463449,-112364,9679.183381991557,-236.00428472411838,0.10158383002004281,44.0,32.0,22.0,98.0
California,2008,6258421.0,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956.0,9388155,-1991937,11924.242232984965,-318.2810808029693,0.13051009043346387,22.0,36.0,35.0,93.0
Colorado,2008,796824.0,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078.0,1157579,-814657,10127.868889491281,-1022.3800989930022,0.1368410239242074,39.0,50.0,37.0,126.0
Connecticut,2008,544417.0,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708.0,826090,275475,17123.317236603558,505.9999963263454,0.0950813207773674,6.0,5.0,20.0,31.0
Delaware,2008,114062.0,1694998,104304,1037624,553070,1746925,852701,494996,72590.0,241390,-51927,14860.321579491856,-455.2524065858919,0.1452689060509353,12.0,41.0,41.0,94.0
District of Columbia,2008,58191.0,1224312,85568,0,1138744,1224785,520090,439197,43032.0,202768,-473,21039.542197246996,-8.12840473612758,0.16826005093408195,2.0,22.0,45.0,69.0
Florida,2008,2645680.0,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863.0,5980134,-1217768,11339.928109219558,-460.2854464636691,0.1967349701140616,28.0,42.0,48.0,118.0
Georgia,2008,1646010.0,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562.0,2703375,-488457,11350.860565853185,-296.75214609874786,0.14287045323552197,27.0,34.0,40.0,101.0
Hawaii,2008,179897.0,2541703,310732,2154313,76658,2242408,1281836,742938,123179.0,94455,299295,14128.656953701284,1663.7020072597097,0.04212212942515368,13.0,1.0,2.0,16.0
Idaho,2008,265844.0,2151476,205035,1409151,537290,2001328,1124302,627415,94898.0,93431,150148,8093.001910895111,564.797399978935,0.0481591673599492,50.0,3.0,5.0,58.0
Illinois,2008,2099118.0,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452.0,2559210,-265152,12115.428479961583,-126.31590982498363,0.10539302814170645,20.0,26.0,25.0,71.0
Indiana,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,474306,10974.391505512765,459.00773132274423,0.09108025563388357,30.0,6.0,18.0,54.0
Iowa,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,1152,11331.167519387196,2.3746995551561074,0.1295218240751193,29.0,19.0,34.0,82.0
Kansas,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,256046,11497.970039102669,547.4074438313347,0.08645606462558522,26.0,4.0,13.0,43.0
Kentucky,2008,666019.0,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041.0,760566,-156153,9965.274263947425,-234.45727524289848,0.1150124234394486,42.0,31.0,31.0,104.0
Louisiana,2008,662971.0,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140.0,787702,151893,11692.647189696081,229.10956889517038,0.10631952357312598,23.0,9.0,27.0,59.0
Maine,2008,193058.0,2594335,194914,1122001,1277420,2582293,1359995,843451,135557.0,113571,12042,13438.11186275627,62.375037553481334,0.04630685965031025,15.0,16.0,3.0,34.0
Maryland,2008,845700.0,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507.0,1358068,358419,15487.894052264397,423.81340901028733,0.109951763710432,9.0,8.0,29.0,46.0
Massachusetts,2008,937677.0,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653.0,655884,2033,15606.203415461827,2.168123991523734,0.04676667806806055,8.0,20.0,4.0,32.0
Michigan,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,-261807,12300.096393603604,-157.53133694678976,0.07386363361672962,18.0,28.0,10.0,56.0
Minnesota,2008,807929.0,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142.0,1136550,-344506,12523.523725475878,-426.40628074991736,0.11673663709331679,17.0,40.0,32.0,89.0
Mississippi,2008,493302.0,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883.0,377201,85701,9018.834304340951,173.72927740005107,0.08786622379598319,47.0,13.0,15.0,75.0
Missouri,2008,898350.0,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600.0,1070552,-564820,10391.939667167586,-628.7304502699393,0.1123019587426526,38.0,46.0,30.0,114.0
Montana,2008,142695.0,1562815,185898,766328,610589,1557678,831718,491537,62756.0,141860,5137,10952.135673989978,35.99985984091944,0.09284815275635182,31.0,17.0,19.0,67.0
Nebraska,2008,290912.0,3383157,321975,1091160,1970022,3325663,1784350,869629,135025.0,444442,57494,11629.485892641074,197.63364866351336,0.13745149911271132,25.0,11.0,38.0,74.0
Nevada,2008,428776.0,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730.0,1058467,-542617,10118.572401440379,-1265.5022669179245,0.22846181158489667,40.0,51.0,51.0,142.0
New Hampshire,2008,195668.0,2715463,136012,1008333,1571118,2715961,1495009,783298,74069.0,163893,-498,13877.910542347241,-2.5451274608009484,0.06513333828775858,14.0,21.0,8.0,43.0
New Jersey,2008,1353191.0,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413.0,1625458,-252476,19151.77088821903,-186.5782435738931,0.06501500423478403,4.0,30.0,7.0,41.0
New Mexico,2008,329045.0,3569311,467492,2542639,559180,3599724,1732652,1129277,125528.0,569550,-30413,10847.485906183045,-92.4280873436764,0.16012057327972648,35.0,25.0,44.0,104.0
New York,2008,2727552.0,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430.0,4805621,-1723468,19485.363798747007,-631.8735628138345,0.09026670656045961,3.0,47.0,17.0,67.0
North Carolina,2008,1408316.0,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663.0,1728313,-120875,9664.255749419874,-85.82945872943289,0.1305156276241879,45.0,24.0,36.0,105.0
North Dakota,2008,94959.0,1104803,145770,383307,575726,1085970,552250,300054,73451.0,88292,18833,11634.526479849199,198.32769932286567,0.08706894256380622,24.0,10.0,14.0,48.0
Ohio,2008,1743920.0,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835.0,2568654,795485,13043.367241616588,456.1476443873572,0.12159552354586793,16.0,7.0,33.0,56.0
Oklahoma,2008,641682.0,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187.0,459000,112402,9007.812280849394,175.16776222490267,0.08180702631459347,48.0,12.0,12.0,72.0
Oregon,2008,562632.0,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339.0,621540,-299828,10855.55745140696,-532.9025011019636,0.10167693158605315,34.0,44.0,23.0,101.0
Pennsylvania,2008,1718588.0,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105.0,2537699,-240478,15336.564086331337,-139.9276615454082,0.10724121248838082,10.0,27.0,28.0,65.0
Rhode Island,2008,143812.0,2173888,164966,836509,1172413,2175172,1229747,765970,88156.0,28023,-1284,15116.17945651267,-8.928323088476622,0.013269119312693428,11.0,23.0,1.0,35.0
South Carolina,2008,710685.0,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371.0,1179283,-423945,10895.568360103282,-596.5301082758184,0.15155305892148646,32.0,45.0,42.0,119.0
South Dakota,2008,121606.0,1190917,180925,394721,615271,1172715,609848,351235,61081.0,114678,18202,9793.24210976432,149.68011446803612,0.10087417600686815,43.0,14.0,21.0,78.0
Tennessee,2008,966963.0,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628.0,735501,-402369,8362.421312914765,-416.11623195510066,0.08893694796137566,49.0,39.0,16.0,104.0
Texas,2008,4581517.0,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832.0,8133118,-3959852,10094.031081844725,-864.3102273766527,0.1747045601438842,41.0,49.0,47.0,137.0
Utah,2008,556314.0,4198001,380907,2363716,1453378,4337917,2068264,948423,289783.0,929772,-139916,7546.099864465033,-251.50544476680435,0.2194803790718283,51.0,33.0,50.0,134.0
Vermont,2008,87919.0,1888635,94504,1290067,504064,1888133,831132,463215,44089.0,83821,502,21481.53413937829,5.709801066891115,0.05893519947520033,1.0,18.0,6.0,25.0
Virginia,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,-468186,11998.241875376263,-380.373999579155,0.1037692810770286,21.0,38.0,24.0,83.0
Washington,2008,1029576.0,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855.0,1797341,-482442,10873.625647839499,-468.58318375719716,0.16004530996373084,33.0,43.0,43.0,119.0
West Virginia,2008,281735.0,2965828,320529,1723068,922231,3068910,1667812,945152,190634.0,249687,-103082,10527.01297318402,-365.88283315881944,0.08177651283781238,36.0,37.0,11.0,84.0
Wisconsin,2008,867929.0,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721.0,666877,73390,12235.279613885468,84.55760782275969,0.06647162732820693,19.0,15.0,9.0,43.0
Wyoming,2008,85991.0,1602514,100207,846239,656068,1517325,703831,449989,43352.0,309892,85189,18635.83398262609,990.6734425695712,0.2056263038596901,5.0,2.0,49.0,56.0
Alabama,2009,745668.0,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019.0,924956,-629077,9637.519646813327,-843.6422107425825,0.12084727770392314,45.0,44.0,32.0,121.0
Alaska,2009,130236.0,2158970,312667,1357747,488556,2396412,1129756,832783,70835.0,303165,-237442,16577.36724100863,-1823.1671734389877,0.1297495997284873,7.0,51.0,38.0,96.0
Arizona,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,-777878,8970.231416799908,-792.699094978819,0.14507254074635506,47.0,43.0,41.0,131.0
Arkansas,2009,474423.0,4753142,534510,3530487,688145,5017352,2417974,1492691,533057.0,409763,-264210,10018.78492400242,-556.9080757045928,0.0844265512307136,42.0,38.0,15.0,95.0
California,2009,6234155.0,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373.0,8881265,-807190,11863.499704450724,-129.47865428434167,0.12696177138022255,27.0,25.0,37.0,89.0
Colorado,2009,812068.0,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128.0,1035058,-371816,10233.961934222258,-457.86313461434264,0.12650389115164035,40.0,36.0,36.0,112.0
Connecticut,2009,539250.0,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685.0,763075,358215,17953.20908669448,664.2837273991655,0.08522806598215413,6.0,3.0,17.0,26.0
Delaware,2009,116804.0,1718993,109682,1047418,561893,1798244,877678,496383,80812.0,254460,-79251,14716.901818430875,-678.4955994657718,0.1488650836320366,13.0,40.0,43.0,96.0
District of Columbia,2009,44331.0,801008,75856,0,725152,805362,330698,370127,38514.0,66023,-4354,18068.800613566127,-98.21569556292437,0.08197928384999541,5.0,21.0,14.0,40.0
Florida,2009,2623067.0,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420.0,4533913,-2372929,10100.580732402184,-904.6391113913598,0.161740842890014,41.0,46.0,45.0,132.0
Georgia,2009,1649598.0,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062.0,2712073,-1052297,10895.284184389166,-637.9111759349854,0.14465747956381397,34.0,39.0,40.0,113.0
Hawaii,2009,179478.0,2689758,392837,2205032,91889,2318671,1402305,718309,129473.0,68584,371087,14986.561026978237,2067.5904567690745,0.02957901315020544,12.0,1.0,2.0,15.0
Idaho,2009,267951.0,2182273,218777,1459554,503942,2078446,1157633,646213,100576.0,111190,103827,8144.298771043959,387.4850252471534,0.05516438679666523,50.0,5.0,8.0,63.0
Illinois,2009,2117291.0,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950.0,2884993,-728761,12746.205410593064,-344.19501145567614,0.11052334597772005,19.0,34.0,27.0,80.0
Indiana,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,1780959,12642.103789025916,1732.0140159240036,0.08481981018339686,21.0,2.0,16.0,39.0
Iowa,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,133,11757.180156657963,0.2727874985386384,0.1238721024259505,28.0,17.0,33.0,78.0
Kansas,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,-212543,11935.950004782706,-451.7913890040281,0.1698950098264963,26.0,35.0,47.0,108.0
Kentucky,2009,669858.0,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529.0,720114,-124084,10012.453385642928,-185.2392596639885,0.10827940143600866,43.0,26.0,25.0,94.0
Louisiana,2009,662774.0,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292.0,824390,-69410,12047.168416383262,-104.72649802195016,0.10532118624471248,25.0,23.0,24.0,72.0
Maine,2009,187372.0,2623127,245063,1107152,1270912,2624504,1383650,857706,148378.0,108016,-1377,13999.567704886536,-7.349016928890122,0.04324532078870984,15.0,19.0,4.0,38.0
Maryland,2009,843781.0,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336.0,961161,390332,15582.16053691657,462.598707484525,0.07792198000553713,10.0,4.0,13.0,27.0
Massachusetts,2009,932437.0,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737.0,589413,123208,16406.493950797747,132.13546866973317,0.0404866367165581,8.0,14.0,3.0,25.0
Michigan,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,-375885,12758.682029118416,-244.47566365206194,0.07144192616210472,18.0,29.0,11.0,58.0
Minnesota,2009,800831.0,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017.0,1187008,-839856,12928.800208783126,-1048.7306310569895,0.11285017305794907,17.0,48.0,28.0,93.0
Mississippi,2009,491194.0,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915.0,493773,-160655,8941.682919579636,-327.070363237336,0.11022907157177883,48.0,31.0,26.0,105.0
Missouri,2009,893807.0,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977.0,1120105,-754785,10597.947879128269,-844.460828791898,0.11366719943171728,37.0,45.0,29.0,111.0
Montana,2009,141782.0,1607935,195705,765177,647053,1622485,855803,509899,66973.0,158151,-14550,11340.896587719175,-102.62233569846666,0.09941439227168779,30.0,22.0,22.0,74.0
Nebraska,2009,292161.0,3522481,297732,1182776,2041973,3523803,1887427,905681,144995.0,488293,-1322,12056.643426056182,-4.524902365476569,0.14250921376279915,24.0,18.0,39.0,81.0
Nevada,2009,430985.0,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194.0,633545,-135780,10306.857547246424,-315.0457672540808,0.14783107433473158,39.0,30.0,42.0,111.0
New Hampshire,2009,197024.0,2816162,146867,1002239,1667056,2757401,1546316,822081,74820.0,112359,58761,14293.497238915055,298.24285366249796,0.043966213487683405,14.0,7.0,6.0,27.0
New Jersey,2009,1354912.0,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796.0,1499241,365079,19566.151159632507,269.44849554805035,0.060115075199127746,2.0,8.0,9.0,19.0
New Mexico,2009,328737.0,3703477,519973,2615320,568184,3945515,1807514,1167618,132017.0,784529,-242038,11265.77476827981,-736.2663770734661,0.20159144718550712,31.0,42.0,50.0,123.0
New York,2009,2696688.0,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237.0,5463718,-1966365,20723.61207525676,-729.1777914241469,0.09729827183188783,1.0,41.0,21.0,63.0
North Carolina,2009,1452064.0,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609.0,1647148,542494,10612.868303325473,373.60198999493133,0.11607547370851917,36.0,6.0,30.0,72.0
North Dakota,2009,94653.0,1150142,160294,407374,582474,1137260,579830,310316,78735.0,95977,12882,12151.141538038943,136.0971126113277,0.09013126632846821,23.0,13.0,18.0,54.0
Ohio,2009,1729072.0,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409.0,2552105,351863,13174.317784337494,203.49817705682585,0.11835142871704307,16.0,10.0,31.0,57.0
Oklahoma,2009,644549.0,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867.0,568720,88008,9355.079287998275,136.54198517102657,0.09673607594646041,46.0,12.0,20.0,78.0
Oregon,2009,560726.0,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699.0,803096,-556255,10983.53919739766,-992.026408620253,0.12488890803381332,33.0,47.0,35.0,115.0
Pennsylvania,2009,1687145.0,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635.0,2411908,-573095,15858.497639503421,-339.68331115582833,0.10046077935713811,9.0,33.0,23.0,65.0
Rhode Island,2009,141521.0,2179714,206225,765069,1208420,2171376,1224158,773039,90493.0,24161,8338,15402.053405501658,58.91705117968358,0.011440674555165113,11.0,16.0,1.0,28.0
South Carolina,2009,714290.0,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422.0,1318784,-757658,10737.561774629352,-1060.7148357109857,0.16413348590249496,35.0,49.0,46.0,130.0
South Dakota,2009,126624.0,1258876,201889,412798,644189,1273527,645912,379946,56772.0,154459,-14651,9941.84356835987,-115.70476370988122,0.1248568211341302,44.0,24.0,34.0,102.0
Tennessee,2009,971484.0,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464.0,652210,-498283,8351.033058701945,-512.909116362184,0.07760918815869967,49.0,37.0,12.0,98.0
Texas,2009,4647205.0,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408.0,9297597,-5487742,10347.624217136967,-1180.8693612612312,0.18866019100064868,38.0,50.0,48.0,136.0
Utah,2009,532433.0,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325.0,821593,-180807,7961.458061389883,-339.5863892733922,0.1906253567295315,51.0,32.0,49.0,132.0
Vermont,2009,86320.0,1683034,102453,1336424,244157,1661019,859433,489015,49100.0,64170,22015,19497.613531047267,255.03938832252086,0.043900396656537034,3.0,9.0,5.0,17.0
Virginia,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,-258837,12348.73739336585,-209.57375488233808,0.09458345262524985,22.0,28.0,19.0,69.0
Washington,2009,1035907.0,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407.0,1818982,-215620,11608.196488680933,-208.14609805706496,0.15444705792849378,29.0,27.0,44.0,100.0
West Virginia,2009,281908.0,3097212,355325,1793917,947970,3121728,1759397,994305,196984.0,157049,-24516,10986.605559260468,-86.96454162350838,0.05053487507782999,32.0,20.0,7.0,59.0
Wisconsin,2009,867035.0,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295.0,648807,110601,12676.6289711488,127.56232447363716,0.06261463865817736,20.0,15.0,10.0,45.0
Wyoming,2009,86971.0,1675761,108333,945765,621663,1658156,744877,482641,47165.0,372507,17605,19268.043370778767,202.4237964378931,0.22614695329621962,4.0,11.0,51.0,66.0
Alabama,2010,748889.0,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539.0,729720,-366513,9722.479566397691,-489.40897783249585,0.09737195012109445,45.0,40.0,28.0,113.0
Alaska,2010,131265.0,2230338,366970,1356673,506695,2371251,1151630,856333,71634.0,229874,-140913,16991.109587475716,-1073.500171408982,0.09953534813816671,7.0,47.0,29.0,83.0
Arizona,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,15155,9162.39360592496,15.728835090610753,0.08613352875001101,46.0,19.0,18.0,83.0
Arkansas,2010,474897.0,5069272,787738,3677112,604422,5520387,2521528,1595730,639753.0,595456,-451115,10674.466252682161,-949.9217725106707,0.11124888766245546,39.0,46.0,36.0,121.0
California,2010,6213958.0,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156.0,7150441,-3870392,10839.58388518236,-622.854547777761,0.10822747988996351,34.0,43.0,34.0,111.0
Colorado,2010,825242.0,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789.0,1011988,-120662,10655.875488644542,-146.21408023343454,0.12073226658191448,40.0,29.0,42.0,111.0
Connecticut,2010,534800.0,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600.0,823081,184814,18187.96185489903,345.5759162303665,0.08979700890833947,6.0,5.0,22.0,33.0
Delaware,2010,117628.0,1733458,180584,992422,560452,1758988,901200,499586,79328.0,192826,-25530,14736.780358418064,-217.04016050600197,0.1152617547551018,13.0,31.0,39.0,83.0
District of Columbia,2010,43866.0,1195934,80585,0,1115349,1290048,526469,425379,40837.0,297363,-94114,27263.347467286738,-2145.488533260384,0.2305053765441286,1.0,51.0,51.0,103.0
Florida,2010,2627390.0,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867.0,2944085,-1035868,9983.725674528714,-394.2574189594997,0.11127734196040448,44.0,38.0,37.0,119.0
Georgia,2010,1660643.0,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517.0,1814143,5363,10742.737000065637,3.2294719575489736,0.10344081815579674,36.0,22.0,31.0,89.0
Hawaii,2010,180196.0,2564856,382400,2093300,89156,2215458,1321657,697833,123051.0,72917,349398,14233.701081045085,1938.9886567959334,0.03291283337350561,15.0,2.0,2.0,19.0
Idaho,2010,266613.0,2177999,444112,1231537,502350,2098737,1159932,638912,100157.0,135181,79262,8169.140289483258,297.2923300814289,0.06645472234047888,50.0,8.0,10.0,68.0
Illinois,2010,2098401.0,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079.0,1944264,-306686,13464.356907950387,-146.1522368698833,0.07276473617045834,19.0,28.0,13.0,60.0
Indiana,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,2520706,13667.169239795605,2456.701554403135,0.08553799564752179,18.0,1.0,17.0,36.0
Iowa,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,-196577,11694.276903034066,-400.15267020183,0.14412716388071778,26.0,39.0,44.0,109.0
Kansas,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,-525301,11569.916377814452,-1114.3282011684196,0.20493277351713426,27.0,49.0,50.0,126.0
Kentucky,2010,679901.0,6881951,1059915,3662243,2159793,7092071,3616584,2117063,416036.0,747498,-210120,10121.989819106017,-309.0449933152032,0.10837732111133519,42.0,34.0,35.0,111.0
Louisiana,2010,663802.0,8091029,1549575,3348043,3193411,8125021,4136550,2543542,402190.0,788979,-33992,12188.919286172684,-51.20804095197062,0.10023540065562557,24.0,24.0,30.0,78.0
Maine,2010,187634.0,2721365,320917,1083913,1316535,2680693,1421800,874381,106653.0,157510,40672,14503.581440463882,216.76242045684685,0.06151907712401146,14.0,12.0,9.0,35.0
Maryland,2010,848252.0,13327770,1004498,5544725,6778547,13205691,7147880,4047487,481151.0,1107922,122079,15712.040761471826,143.91831672663312,0.0866617544452475,10.0,14.0,19.0,43.0
Massachusetts,2010,929569.0,14919763,1092892,5742989,8083882,14857823,8479433,4512401,442057.0,807802,61940,16050.194229798972,66.63303100684296,0.05672092496306443,9.0,18.0,7.0,34.0
Michigan,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,-573556,12837.264581827425,-379.6583871488751,0.0676374015842428,22.0,37.0,11.0,70.0
Minnesota,2010,799615.0,10383935,1245368,5978487,3160080,10564774,5676045,2504618,795088.0,949938,-180839,12986.168343515317,-226.15758833938833,0.09570499337627847,21.0,32.0,27.0,80.0
Mississippi,2010,491651.0,4466377,945973,2109089,1411315,4504257,2337184,1399684,273024.0,421984,-37880,9084.446080654774,-77.04652283835485,0.09521566036594886,47.0,25.0,25.0,97.0
Missouri,2010,897348.0,9587703,1430854,3471772,4685077,10139784,5237387,3043213,549680.0,926566,-552081,10684.486954893753,-615.2362294226989,0.09496572970404575,38.0,42.0,24.0,104.0
Montana,2010,141693.0,1623971,256049,744931,622991,1642886,895727,531730,68814.0,110195,-18915,11461.194272123535,-133.49283309690668,0.06859466680278326,30.0,26.0,12.0,68.0
Nebraska,2010,294948.0,3720560,465728,1184996,2069836,3640199,2089854,927065,152158.0,371348,80361,12614.291332709494,272.4581960209935,0.10488797248917855,23.0,9.0,32.0,64.0
Nevada,2010,423859.0,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848.0,381094,1602,10056.34184953015,3.7795587683640077,0.09526783156402194,43.0,21.0,26.0,90.0
New Hampshire,2010,196648.0,2906573,185175,1060998,1660400,2856965,1612216,837094,76110.0,131261,49608,14780.587648997192,252.26801187909362,0.049407889016408066,12.0,11.0,5.0,28.0
New Jersey,2010,1369553.0,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529.0,1154089,-60434,19478.046486700405,-44.12680633754225,0.04515770994348522,5.0,23.0,4.0,32.0
New Mexico,2010,331436.0,3638606,753816,2307843,576947,3814058,1800983,1178045,135042.0,634137,-175452,10978.306520715914,-529.3691693117223,0.16918409255411987,33.0,41.0,47.0,121.0
New York,2010,2697357.0,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218.0,6125749,-4613953,20558.383632570698,-1710.5459158724634,0.10500183520765975,2.0,50.0,33.0,85.0
North Carolina,2010,1444409.0,16621268,1927843,7451302,7242123,14162497,7637844,3873929,705012.0,1192652,2458771,11507.314064091264,1702.267847957192,0.08894124339448405,29.0,3.0,20.0,52.0
North Dakota,2010,94997.0,1308214,277985,552616,477613,1267426,627378,342204,80790.0,142873,40788,13771.10856132299,429.36092718717435,0.11973484070748254,17.0,4.0,41.0,62.0
